"V1" "V2" "V3" "V4"
"144" "STX16" "GO:0005737" "cytoplasm" "All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"145" "STX16" "GO:0005794" "Golgi apparatus" "A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions."
"146" "STX16" "GO:0005802" "trans-Golgi network" "The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."
"147" "STX16" "GO:0005829" "cytosol" "The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"148" "STX16" "GO:0005925" "focal adhesion" "Small region on the surface of a cell that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments."
"149" "STX16" "GO:0006886" "intracellular protein transport" "The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."
"150" "STX16" "GO:0006906" "vesicle fusion" "Fusion of the membrane of a transport vesicle with its target membrane."
"151" "STX16" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"152" "STX16" "GO:0019905" "syntaxin binding" "Interacting selectively and non-covalently with a syntaxin, a SNAP receptor involved in the docking of synaptic vesicles at the presynaptic zone of a synapse."
"153" "STX16" "GO:0031201" "SNARE complex" "A protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers. One well-characterized example is the neuronal SNARE complex formed of synaptobrevin 2, syntaxin 1a, and SNAP-25."
"154" "STX16" "GO:0031985" "Golgi cisterna" "Any of the thin, flattened membrane-bounded compartments that form the central portion of the Golgi complex."
"155" "STX16" "GO:0032588" "trans-Golgi network membrane" "The lipid bilayer surrounding any of the compartments that make up the trans-Golgi network."
"156" "STX16" "GO:0042147" "retrograde transport, endosome to Golgi" "The directed movement of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport."
"157" "STX16" "GO:0043231" "intracellular membrane-bounded organelle" "Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"158" "STX16" "GO:0048278" "vesicle docking" "The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."
"159" "STX16" "GO:0048471" "perinuclear region of cytoplasm" "Cytoplasm situated near, or occurring around, the nucleus."
"160" "STX16" "GO:0090161" "Golgi ribbon formation" "The formation of a continuous ribbon of interconnected Golgi stacks of flat cisternae."
"161" "ACOT8" "GO:0003986" "acetyl-CoA hydrolase activity" "Catalysis of the reaction: acetyl-CoA + H(2)O = acetate + CoA + H(+)."
"162" "ACOT8" "GO:0005102" "receptor binding" "Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."
"163" "ACOT8" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"164" "ACOT8" "GO:0005739" "mitochondrion" "A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"165" "ACOT8" "GO:0005782" "peroxisomal matrix" "The volume contained within the membranes of a peroxisome; in many cells the matrix contains a crystalloid core largely composed of urate oxidase."
"166" "ACOT8" "GO:0006637" "acyl-CoA metabolic process" "The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."
"167" "ACOT8" "GO:0006699" "bile acid biosynthetic process" "The chemical reactions and pathways resulting in the formation of bile acids, any of a group of steroid carboxylic acids occurring in bile."
"168" "ACOT8" "GO:0009062" "fatty acid catabolic process" "The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."
"169" "ACOT8" "GO:0016032" "viral process" "A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."
"170" "ACOT8" "GO:0016289" "CoA hydrolase activity" "Catalysis of the reaction: X-CoA + H2O = X + CoA; X may be any group."
"171" "ACOT8" "GO:0016290" "palmitoyl-CoA hydrolase activity" "Catalysis of the reaction: palmitoyl-CoA + H2O = CoA + palmitate."
"172" "ACOT8" "GO:0016559" "peroxisome fission" "The division of a mature peroxisome within a cell to form two or more separate peroxisome compartments."
"173" "ACOT8" "GO:0033540" "fatty acid beta-oxidation using acyl-CoA oxidase" "A fatty acid beta-oxidation pathway in which the initial step, which converts an acyl-CoA to a trans-2-enoyl-CoA, is catalyzed by acyl-CoA oxidase; the electrons removed by oxidation pass directly to oxygen and produce hydrogen peroxide, which is cleaved by peroxisomal catalases. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and ends when only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)."
