Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	HGNC symbol	Gene type
ENSG00000270528	28015777	28016482	-1		processed_pseudogene
ENSG00000277035	28134408	28134585	-1		misc_RNA
ENSG00000223522	28307691	28310459	-1		antisense_RNA
ENSG00000225991	28308161	28308570	1	RPL23AP34	processed_pseudogene
ENSG00000229951	28384409	28394672	-1		antisense_RNA
ENSG00000075426	28392448	28417312	1	FOSL2	protein_coding
ENSG00000270640	28396815	28397110	1		sense_intronic
ENSG00000270210	28425945	28426719	1		lincRNA
ENSG00000227938	28448167	28450184	-1		lincRNA
ENSG00000163803	28457145	28643788	1	PLB1	protein_coding
ENSG00000242915	28460256	28460361	-1	SNRPGP7	processed_pseudogene
ENSG00000230730	28633282	28664540	-1		antisense_RNA
ENSG00000222232	28683976	28684083	1	RNA5SP89	rRNA
ENSG00000226833	28708953	28736205	-1		antisense_RNA
ENSG00000213639	28751640	28802940	1	PPP1CB	protein_coding
ENSG00000163806	28782517	28850611	1	SPDYA	protein_coding
ENSG00000273233	28810281	28810706	-1		lincRNA
ENSG00000171103	28849821	28870301	-1	TRMT61B	protein_coding
ENSG00000163811	28894643	28948222	1	WDR43	protein_coding
ENSG00000264994	28913664	28913748	1	SNORD92	snoRNA
ENSG00000265145	28927067	28927144	1	SNORD53	snoRNA
ENSG00000222224	28927243	28927340	-1		misc_RNA
ENSG00000265706	28927983	28928060	1	SNORD53B	snoRNA
ENSG00000189350	28956611	29061373	1	TOGARAM2	protein_coding
ENSG00000200283	28972414	28972521	-1		misc_RNA
ENSG00000179270	29060976	29074261	-1	C2orf71	protein_coding
ENSG00000229224	29096843	29097525	-1		antisense_RNA
ENSG00000115295	29097705	29189643	1	CLIP4	protein_coding
ENSG00000171094	29192774	29921566	-1	ALK	protein_coding
ENSG00000242699	29681027	29681323	-1	RN7SL516P	misc_RNA
ENSG00000230737	29890371	29892354	1		antisense_RNA
ENSG00000197644	29899597	29907199	1		antisense_RNA
ENSG00000233862	30051066	30143804	-1		antisense_RNA
ENSG00000225943	30077093	30078272	1		processed_pseudogene
ENSG00000119801	30146941	30160533	1	YPEL5	protein_coding
ENSG00000207187	30187434	30187566	1	SNORA10B	snoRNA
ENSG00000231712	30209995	30210307	1		processed_pseudogene
ENSG00000213626	30231531	30323730	1	LBH	protein_coding
ENSG00000235997	30346659	30352431	1	LINC01936	lincRNA
ENSG00000280154	30408170	30408346	1		TEC
ENSG00000172954	30447226	30644225	1	LCLAT1	protein_coding
ENSG00000278908	30677762	30679895	1		TEC
ENSG00000162949	30722771	30820542	-1	CAPN13	protein_coding
ENSG00000230118	30746444	30746701	-1		processed_pseudogene
ENSG00000158089	30910467	31155202	-1	GALNT14	protein_coding
ENSG00000234579	30986939	30991426	1		antisense_RNA
ENSG00000214711	31173056	31233858	-1	CAPN14	protein_coding
ENSG00000201671	31228312	31228410	1	RNA5SP90	rRNA
ENSG00000013016	31234337	31269447	1	EHD3	protein_coding
ENSG00000213620	31290762	31291604	1		processed_pseudogene
ENSG00000158125	31334321	31414715	-1	XDH	protein_coding
ENSG00000277893	31522480	31581067	-1	SRD5A2	protein_coding
ENSG00000228563	31526942	31563464	1		antisense_RNA
ENSG00000270422	31651381	31651862	1		processed_pseudogene
ENSG00000223647	31793823	31803980	-1	LINC01946	lincRNA
ENSG00000237007	31822591	31823436	-1	KRT18P52	processed_pseudogene
ENSG00000242272	31823413	31823817	-1	AK2P2	processed_pseudogene
ENSG00000273165	31852976	31853423	-1		lincRNA
ENSG00000162959	31865060	32011230	-1	MEMO1	protein_coding
ENSG00000162961	31867809	32039812	-1	DPY30	protein_coding
ENSG00000271228	32013061	32013368	1		antisense_RNA
ENSG00000021574	32063611	32157637	1	SPAST	protein_coding
ENSG00000272716	32165046	32165757	-1		lincRNA
ENSG00000152683	32165841	32224379	1	SLC30A6	protein_coding
ENSG00000229816	32201600	32203999	1	DDX50P1	processed_pseudogene
ENSG00000201113	32214456	32214562	-1	RNU6-647P	snRNA
ENSG00000091106	32224453	32265854	-1	NLRC4	protein_coding
ENSG00000119820	32277910	32316594	1	YIPF4	protein_coding
ENSG00000272754	32321638	32323002	1		lincRNA
ENSG00000115760	32357028	32618899	1	BIRC6	protein_coding
ENSG00000230046	32377631	32379599	-1	BIRC6-AS1	antisense_RNA
ENSG00000276334	32521927	32523547	1		sense_intronic
ENSG00000276517	32526504	32529507	1		sense_intronic
ENSG00000207653	32532153	32532246	1	MIR558	miRNA
ENSG00000274159	32548675	32549040	1		sense_intronic
ENSG00000279897	32557520	32574818	-1	BIRC6-AS2	antisense_RNA
ENSG00000279544	32563328	32566436	1		TEC
ENSG00000018699	32628032	32821051	1	TTC27	protein_coding
ENSG00000265057	32635255	32635331	1	MIR4765	miRNA
ENSG00000230876	32825443	32926693	1	LINC00486	lincRNA
ENSG00000236854	32927127	32928405	1		lincRNA
ENSG00000206951	32945339	32945451	-1		misc_RNA
ENSG00000049323	32946972	33399509	1	LTBP1	protein_coding
ENSG00000223951	33056333	33063113	-1		processed_pseudogene
ENSG00000212204	33285769	33285887	-1	RNA5SP91	rRNA
ENSG00000252246	33332898	33333007	1	RNA5SP92	rRNA
ENSG00000283591	33418516	33418564	1	MIR4430	miRNA
ENSG00000152689	33436324	33564750	1	RASGRP3	protein_coding
ENSG00000237133	33555047	33563547	-1		antisense_RNA
ENSG00000119812	33583658	33599382	-1	FAM98A	protein_coding
ENSG00000238038	33602041	33602286	1	ATP6V0E1P3	processed_pseudogene
ENSG00000187999	33636502	33637425	1	HNRNPA1P61	processed_pseudogene
ENSG00000203386	33706886	34297753	1	LINC01317	lincRNA
ENSG00000239649	33722721	33728207	-1	MYADML	transcribed_processed_pseudogene
ENSG00000235064	33839782	33840678	-1	SLC25A5P2	processed_pseudogene
ENSG00000237790	34067226	34069550	1	LINC01318	lincRNA
ENSG00000226785	34383788	34635340	1		lincRNA
ENSG00000228262	34677555	34738231	1	LINC01320	lincRNA
ENSG00000272027	34692290	34703606	-1		lincRNA
ENSG00000232153	34734975	34737118	-1		lincRNA
ENSG00000226994	34799850	35185689	1		lincRNA
ENSG00000264352	34809233	34809556	-1	RN7SL602P	misc_RNA
ENSG00000237320	34998273	35000160	-1		lincRNA
ENSG00000196085	35219377	35219604	-1		processed_pseudogene
ENSG00000265301	35471405	35471486	1	MIR548AD	miRNA
ENSG00000207255	35471605	35471708	1	RNU6-1117P	snRNA
ENSG00000229013	35471716	35471841	1		processed_pseudogene
ENSG00000234587	35724759	35725142	-1	MRPL50P1	processed_pseudogene
ENSG00000233752	36299388	36299830	-1		processed_pseudogene
ENSG00000260025	36354749	36355114	-1		lincRNA
ENSG00000150938	36355926	36551135	1	CRIM1	protein_coding
ENSG00000273090	36513255	36513732	-1		antisense_RNA
ENSG00000171055	36531805	36646087	-1	FEZ2	protein_coding
ENSG00000270677	36656322	36656941	-1		processed_pseudogene
ENSG00000205221	36696690	36814792	1	VIT	protein_coding
ENSG00000279519	36839922	36842539	-1		TEC
ENSG00000115808	36843640	36966472	-1	STRN	protein_coding
ENSG00000252756	36867398	36867495	-1	RNU6-577P	snRNA
ENSG00000008869	36968383	37084342	-1	HEATR5B	protein_coding
ENSG00000152133	37084451	37099244	1	GPATCH11	protein_coding
ENSG00000055332	37099210	37157065	-1	EIF2AK2	protein_coding
ENSG00000224891	37148530	37149304	1		processed_pseudogene
ENSG00000138068	37167820	37196598	-1	SULT6B1	protein_coding
ENSG00000233159	37194382	37194737	-1		processed_pseudogene
ENSG00000218739	37196488	37216193	1	CEBPZOS	protein_coding
ENSG00000115816	37201612	37231713	-1	CEBPZ	protein_coding
ENSG00000272054	37208875	37212677	1		sense_intronic
ENSG00000003509	37231631	37253403	1	NDUFAF7	protein_coding
ENSG00000115825	37250502	37324808	-1	PRKD3	protein_coding
ENSG00000232028	37325340	37326797	1		lincRNA
ENSG00000207364	37331770	37331876	-1	RNU6-939P	snRNA
ENSG00000115828	37344574	37373322	1	QPCT	protein_coding
ENSG00000253078	37435510	37435608	-1	RNU6-1116P	snRNA
ENSG00000236213	37600136	37646698	1		antisense_RNA
ENSG00000163171	37641882	37738468	-1	CDC42EP3	protein_coding
ENSG00000236572	37744333	37747046	1		lincRNA
ENSG00000225402	37816915	37817961	1		processed_pseudogene
ENSG00000237803	37826247	37876274	-1	LINC00211	lincRNA
ENSG00000115841	37923187	38067142	1	RMDN2	protein_coding
ENSG00000235848	37949911	38067041	-1	RMDN2-AS1	antisense_RNA
ENSG00000138061	38066973	38109902	-1	CYP1B1	protein_coding
ENSG00000232973	38073447	38231651	1	CYP1B1-AS1	antisense_RNA
ENSG00000280276	38121935	38123881	-1		TEC
ENSG00000229160	38132637	38138946	-1		lincRNA
ENSG00000199603	38147415	38147521	1	RNU6-951P	snRNA
ENSG00000273006	38193348	38193629	1		lincRNA
ENSG00000227292	38203363	38239590	-1		lincRNA
ENSG00000227770	38231568	38232317	1	RPL7P12	processed_pseudogene
ENSG00000213594	38285410	38286410	1	GAPDHP25	processed_pseudogene
ENSG00000119787	38294880	38377285	-1	ATL2	protein_coding
ENSG00000231367	38406719	38515740	-1		lincRNA
ENSG00000235009	38431294	38433573	1	LINC01883	lincRNA
ENSG00000213553	38481851	38482804	1	RPLP0P6	processed_pseudogene
ENSG00000271443	38535258	38536249	-1		transcribed_processed_pseudogene
ENSG00000143889	38561978	38603586	-1	HNRNPLL	protein_coding
ENSG00000235586	38601598	38602178	1		antisense_RNA
ENSG00000143891	38665910	38741237	1	GALM	protein_coding
ENSG00000232518	38668202	38671421	-1		antisense_RNA
ENSG00000115875	38743599	38751494	-1	SRSF7	protein_coding
ENSG00000152147	38751534	38785000	1	GEMIN6	protein_coding
ENSG00000227238	38763534	38765221	1	TTC39DP	unitary_pseudogene
ENSG00000232114	38769265	38770124	1		processed_pseudogene
ENSG00000163214	38797729	38875934	-1	DHX57	protein_coding
ENSG00000223922	38810432	38811654	-1	ASS1P2	processed_pseudogene
ENSG00000225284	38861720	38863133	1		antisense_RNA
ENSG00000188010	38875962	38929072	1	MORN2	protein_coding
ENSG00000207295	38884560	38884666	-1	RNU6-851P	snRNA
ENSG00000214694	38889880	38975449	1	ARHGEF33	protein_coding
ENSG00000265905	38936876	38937158	-1	RN7SL96P	misc_RNA
ENSG00000269210	38959287	38960342	-1		antisense_RNA
ENSG00000115904	38981396	39124345	-1	SOS1	protein_coding
ENSG00000229692	38992279	38993857	-1	SOS1-IT1	sense_intronic
ENSG00000206985	39082589	39082692	1	RNU6-198P	snRNA
ENSG00000225900	39098149	39098445	-1	HSPE1P13	processed_pseudogene
ENSG00000202309	39128826	39128927	-1		misc_RNA
ENSG00000205111	39175646	39229588	-1	CDKL4	protein_coding
ENSG00000011566	39249266	39437312	-1	MAP4K3	protein_coding
ENSG00000252473	39283657	39283791	-1		snoRNA
ENSG00000273035	39323328	39323804	-1		sense_intronic
ENSG00000231312	39436637	39665343	1		antisense_RNA
ENSG00000152154	39664982	39717963	1	TMEM178A	protein_coding
ENSG00000138050	39736060	39779267	-1	THUMPD2	protein_coding
ENSG00000227028	39786453	40255209	1	SLC8A1-AS1	antisense_RNA
ENSG00000235653	39929110	39929998	1		processed_pseudogene
ENSG00000183023	40097270	40611053	-1	SLC8A1	protein_coding
ENSG00000233128	40746487	40767452	1	LINC01794	lincRNA
ENSG00000237442	41143780	41157555	1	HNRNPA1P57	transcribed_processed_pseudogene
ENSG00000236090	41819747	41820754	1	LDHAP3	processed_pseudogene
ENSG00000236533	41850203	41850601	-1		processed_pseudogene
ENSG00000207218	41857271	41857372	-1		misc_RNA
ENSG00000223245	41871271	41871388	1	RNU4-63P	snRNA
ENSG00000214691	41877074	41894046	1	LINC01913	lincRNA
ENSG00000234362	41931599	41933723	-1	LINC01914	lincRNA
ENSG00000205086	41935368	41954266	-1	C2orf91	protein_coding
ENSG00000226398	42015625	42025302	-1		antisense_RNA
ENSG00000162878	42048020	42058528	1	PKDCC	protein_coding
ENSG00000224875	42143238	42170301	-1		antisense_RNA
ENSG00000143924	42169350	42332548	1	EML4	protein_coding
ENSG00000115944	42333546	42425088	-1	COX7A2L	protein_coding
ENSG00000221300	42440377	42440436	1		snoRNA
ENSG00000171126	42442017	42494097	-1	KCNG3	protein_coding
ENSG00000232526	42463139	42463997	-1	VDAC1P13	processed_pseudogene
ENSG00000236913	42469817	42470266	1		processed_pseudogene
ENSG00000057935	42494569	42756947	1	MTA3	protein_coding
ENSG00000273913	42511570	42511851	1		misc_RNA
ENSG00000215263	42532766	42533442	-1		processed_pseudogene
ENSG00000226523	42680088	42680279	-1		processed_pseudogene
ENSG00000200550	42712740	42712847	1	RNU6-137P	snRNA
ENSG00000162881	42762481	42764261	-1	OXER1	protein_coding
ENSG00000162882	42767089	42792593	-1	HAAO	protein_coding
ENSG00000226491	42797225	42798712	-1	FTOP1	processed_pseudogene
ENSG00000232202	42826322	42827617	-1		processed_pseudogene
ENSG00000224739	43001355	43006060	-1		lincRNA
ENSG00000231826	43027853	43039547	-1	LINC01819	lincRNA
ENSG00000233978	43041193	43043782	-1		lincRNA
ENSG00000207087	43091388	43091494	-1	RNU6-242P	snRNA
ENSG00000230587	43097746	43102691	-1	LINC02580	lincRNA
ENSG00000152518	43222402	43226609	-1	ZFP36L2	protein_coding
ENSG00000279873	43227210	43228855	1		lincRNA
ENSG00000234936	43229573	43233394	1		antisense_RNA
ENSG00000115970	43230836	43596046	-1	THADA	protein_coding
ENSG00000252804	43408307	43408412	1	RNU6-958P	snRNA
ENSG00000264071	43492032	43492313	1	RN7SL531P	misc_RNA
ENSG00000207411	43620878	43620984	-1		misc_RNA
ENSG00000152527	43637273	43767987	1	PLEKHH2	protein_coding
ENSG00000223658	43675151	43676322	-1	C1GALT1C1L	protein_coding
ENSG00000229695	43680465	43681622	-1		processed_pseudogene
ENSG00000252490	43772120	43772350	-1	RN7SKP66	misc_RNA
ENSG00000138036	43774039	43810010	1	DYNC2LI1	protein_coding
ENSG00000138075	43812472	43838865	-1	ABCG5	protein_coding
ENSG00000143921	43838964	43878466	1	ABCG8	protein_coding
ENSG00000138095	43886508	43996005	-1	LRPPRC	protein_coding
ENSG00000200924	43892690	43892796	1	RNU6-1048P	snRNA
ENSG00000264047	43904412	43904693	1	RN7SL455P	misc_RNA
ENSG00000219391	44065894	44066154	-1		processed_pseudogene
ENSG00000252599	44154789	44154895	-1	RNU6-566P	snRNA
ENSG00000224637	44166266	44166943	1	PDSS1P2	unprocessed_pseudogene
ENSG00000273106	44167625	44168859	-1		antisense_RNA
ENSG00000138032	44167969	44244384	1	PPM1B	protein_coding
ENSG00000226972	44270621	44271106	1	RPL12P19	processed_pseudogene
ENSG00000138079	44275458	44321494	1	SLC3A1	protein_coding
ENSG00000138078	44316281	44361862	-1	PREPL	protein_coding
ENSG00000143919	44361950	44772592	1	CAMKMT	protein_coding
ENSG00000259439	44921077	44939199	-1	LINC01833	lincRNA
ENSG00000278957	44927914	44928396	-1		TEC
ENSG00000274520	44932320	44932406	1		misc_RNA
ENSG00000277311	44934055	44934271	1		misc_RNA
ENSG00000276229	44935294	44935368	1		misc_RNA
ENSG00000277809	44935585	44935908	1		misc_RNA
ENSG00000276048	44937426	44937696	1		misc_RNA
ENSG00000274547	44938833	44939028	1		misc_RNA
ENSG00000276670	44940045	44940245	1		misc_RNA
ENSG00000236502	44940154	44941873	-1	SIX3-AS1	lincRNA
ENSG00000138083	44941898	44946077	1	SIX3	protein_coding
ENSG00000225156	44954664	44968762	1		lincRNA
ENSG00000231848	44996413	44996873	1		processed_pseudogene
ENSG00000170577	45005161	45009430	-1	SIX2	protein_coding
ENSG00000231156	45013214	45013668	-1		lincRNA
ENSG00000205054	45164870	45323295	-1	LINC01121	processed_transcript
ENSG00000231054	45168583	45169414	1		lincRNA
ENSG00000068784	45388680	45612165	-1	SRBD1	protein_coding
ENSG00000239396	45569199	45569492	-1	RN7SL414P	misc_RNA
ENSG00000171132	45651345	46187990	1	PRKCE	protein_coding
ENSG00000228481	45674701	45675476	-1		antisense_RNA
ENSG00000233829	46003942	46004309	-1		processed_pseudogene
ENSG00000232696	46078015	46078828	-1		antisense_RNA
ENSG00000231336	46166789	46167978	-1		antisense_RNA
ENSG00000233335	46256860	46257177	-1		processed_pseudogene
ENSG00000278764	46266690	46266971	1		misc_RNA
ENSG00000116016	46293667	46386703	1	EPAS1	protein_coding
ENSG00000228100	46392297	46394167	-1	LINC01820	lincRNA
ENSG00000187600	46429190	46441833	1	TMEM247	processed_transcript
ENSG00000284608	46429195	46484424	1		processed_transcript
ENSG00000241791	46448224	46448511	-1	RN7SL817P	misc_RNA
ENSG00000284701	46479565	46484425	1	TMEM247	protein_coding
ENSG00000250565	46490750	46542557	-1	ATP6V1E2	protein_coding
ENSG00000253515	46499731	46501278	1		antisense_RNA
ENSG00000119729	46541806	46583121	1	RHOQ	protein_coding
ENSG00000250116	46568256	46580238	-1		antisense_RNA
ENSG00000151665	46580937	46617119	-1	PIGF	protein_coding
ENSG00000119878	46616416	46625742	1	CRIPT	protein_coding
ENSG00000279254	46668870	46670778	1		TEC
ENSG00000171150	46698952	46763129	1	SOCS5	protein_coding
ENSG00000260977	46777783	46780245	1		lincRNA
ENSG00000222005	46816668	46822657	1	LINC01118	lincRNA
ENSG00000239332	46816697	46859007	1	LINC01119	lincRNA
ENSG00000226548	46852020	46853496	-1		lincRNA
ENSG00000228925	46899275	46908678	1		antisense_RNA
ENSG00000180398	46901870	46941855	-1	MCFD2	protein_coding
ENSG00000068724	46916157	47076137	1	TTC7A	protein_coding
ENSG00000272814	46956615	46956888	-1		antisense_RNA
ENSG00000233845	47035279	47040524	-1		antisense_RNA
ENSG00000239605	47045538	47155287	-1	STPG4	protein_coding
ENSG00000273269	47065941	47176511	-1	STPG4	protein_coding
ENSG00000225187	47067822	47071204	1		antisense_RNA
ENSG00000143933	47160082	47176601	-1	CALM2	protein_coding
ENSG00000234690	47192405	47345074	-1		lincRNA
ENSG00000226087	47225794	47239225	1		lincRNA
ENSG00000236824	47335315	47335514	1	BCYRN1	scRNA
ENSG00000119888	47345158	47387601	1	EPCAM	protein_coding
ENSG00000222685	47359505	47359777	-1	RN7SKP119	misc_RNA
ENSG00000207923	47377675	47377770	1	MIR559	miRNA
ENSG00000277396	47383160	47383421	1		misc_RNA
ENSG00000095002	47402969	47562311	1	MSH2	protein_coding
ENSG00000184261	47516581	47570939	-1	KCNK12	protein_coding
ENSG00000235760	47527537	47535199	1		antisense_RNA
ENSG00000230979	47690716	47691246	-1		processed_pseudogene
ENSG00000116062	47695530	47810101	1	MSH6	protein_coding
ENSG00000224443	47705468	47705979	1		processed_pseudogene
ENSG00000224058	47731402	47732035	-1		processed_pseudogene
ENSG00000283502	47781379	47781465	1		snRNA
ENSG00000138081	47789316	47905793	-1	FBXO11	protein_coding
ENSG00000235369	47797826	47798091	-1	RPL36AP15	processed_pseudogene
ENSG00000236549	47883455	47883909	1	RPS27AP7	processed_pseudogene
ENSG00000233230	47905678	47907810	1		antisense_RNA
ENSG00000226473	47939738	47940218	-1	PPIAP62	processed_pseudogene
ENSG00000230773	47941696	48240983	-1		lincRNA
ENSG00000275423	47989625	47990526	1		processed_pseudogene
ENSG00000201010	48217575	48217899	1	RN7SKP224	misc_RNA
ENSG00000170802	48314637	48379294	1	FOXN2	protein_coding
ENSG00000251889	48340687	48340826	-1	RNU4-49P	snRNA
ENSG00000272663	48440043	48440597	-1		lincRNA
ENSG00000162869	48440598	48515391	1	PPP1R21	protein_coding
ENSG00000202227	48501922	48502024	-1	RNU6-282P	snRNA
ENSG00000243244	48529383	48598513	1	STON1	protein_coding
ENSG00000068781	48529925	48776517	1	STON1-GTF2A1L	protein_coding
ENSG00000242441	48617798	48733148	1	GTF2A1L	protein_coding
ENSG00000279956	48632291	48755724	-1		protein_coding
ENSG00000239995	48632856	48633353	-1	TPT1P11	transcribed_processed_pseudogene
ENSG00000138039	48686775	48755730	-1	LHCGR	protein_coding
ENSG00000232285	48780602	48780895	1	ELOBP3	processed_pseudogene
ENSG00000282890	48809340	49419013	1		lincRNA
ENSG00000214602	48915267	48916530	-1	CTBP2P5	processed_pseudogene
ENSG00000170820	48962157	49154537	-1	FSHR	protein_coding
ENSG00000212036	49059603	49059658	1	MIR548BA	miRNA
ENSG00000282998	49202126	49451896	-1		lincRNA
ENSG00000206915	49233794	49233899	-1	RNU6-439P	snRNA
ENSG00000282828	49563398	49595122	1		lincRNA
ENSG00000234253	49878623	49879363	1	RPL7P13	processed_pseudogene
ENSG00000212580	49888868	49888986	-1		snoRNA
ENSG00000179915	49918505	51225575	-1	NRXN1	protein_coding
ENSG00000230327	50588690	50589415	-1	MTCO1P42	processed_pseudogene
ENSG00000283058	50620963	50632993	1		antisense_RNA
ENSG00000216191	50696172	50696262	-1	MIR8485	miRNA
ENSG00000238165	50829442	50829678	-1		processed_pseudogene
ENSG00000231918	51032601	52407917	1		lincRNA
ENSG00000224344	51511058	51511483	1	KNOP1P3	processed_pseudogene
ENSG00000223710	51775258	51775402	-1	CRYGGP	unprocessed_pseudogene
ENSG00000230840	51925692	51925833	-1		processed_pseudogene
ENSG00000226366	51926882	51927362	-1		processed_pseudogene
ENSG00000236538	52071355	52077197	1	ZNF863P	processed_pseudogene
ENSG00000202195	52297995	52298096	1		misc_RNA
ENSG00000225444	52373118	52390012	1	LINC01867	lincRNA
ENSG00000225842	52474073	52474411	-1		processed_pseudogene
ENSG00000236837	52494688	52500752	-1		lincRNA
ENSG00000204993	52570648	52572522	1		processed_pseudogene
ENSG00000233083	52629743	52630078	1	FTH1P6	processed_pseudogene
ENSG00000264975	52702522	52702615	-1	MIR4431	miRNA
ENSG00000228033	52722677	52910020	-1		lincRNA
ENSG00000232604	52864235	52866631	1		lincRNA
ENSG00000232668	52883243	52883455	1		processed_pseudogene
ENSG00000251942	53470447	53470629	-1		scaRNA
ENSG00000223897	53486144	53486280	-1		processed_pseudogene
ENSG00000115239	53532672	53787610	-1	ASB3	protein_coding
ENSG00000207456	53570374	53570480	-1	RNU6-997P	snRNA
